regionnum,regionname,exact_match
14279,"Lost Hills, CA (BDI)",
14280,"Buttonwillow, CA (BDI)",
14281,"Arvin, CA (BDI)",
14282,"Mojave, CA (BDI)",
14283,"Hi Vista, CA (BDI)",
14284,"Delano, CA (BDI)",
14285,"Edwards, CA (BDI)",
14286,"Lebec, CA (BDI)",
14287,"Rosamond, CA (BDI)",
14288,"Shafter, CA (BDI)",
14289,"Tehachapi, CA (BDI)",
14290,"Walker Basin, CA (BDI)",
14291,"Wasco, CA (BDI)",
14292,"Bakersfield: South DA, CA (BDI)",
14293,"Big Butte, CA (BDI)",
14294,"Lake Hughes, CA (BDI)",
14295,"Palmdale: Leona Valley DA, CA (BDI)",
14296,"Taft, CA (BDI)",
14297,"Earlimart, CA (BDI)",
14298,"Cuyama, CA (BDI)",
14299,"Berrenda Mesa, CA (BDI)",
14300,"California Hot Springs, CA (BDI)",
14301,"Glennville, CA (BDI)",
14302,"McFarland, CA (BDI)",
14303,"McKittrick, CA (BDI)",
14304,"Pontotoc, MS (BRA)",
14305,"Marks, MS (BRA)",
14306,"Oxford, MS (BRA)",
14307,"Red Bay, MS (BRA)",
14308,"Tupelo, MS (BRA)",
14309,"Columbus, MS (BRA)",
14310,"Indianola, MS (BRA)",
14311,"Senatobia, MS (BRA)",
14312,"Booneville, MS (BRA)",
14313,"Corinth, MS (BRA)",
14314,"Baldwyn, MS (BRA)",
14315,"Holly Springs, MS (BRA)",
14316,"Amory, MS (BRA)",
14317,"Coffeeville, MS (BRA)",
14318,"Greenwood, MS (BRA)",
14319,"Winona, MS (BRA)",
14320,"Walnut, MS (BRA)",
14321,"Ashland, MS (BRA)",
14322,"Macon, MS (BRA)",
14323,"Grenada, MS (BRA)",
14324,"Shuqualak, MS (BRA)",
14325,"Coldwater, MS (BRA)",
14326,"Tchula, MS (BRA)",
14327,"Carrollton, MS (BRA)",
14328,"Rolling Fork, MS (BRA)",
14329,"Moorhead, MS (BRA)",
14330,"Belzoni, MS (BRA)",
14331,"Lexington, MS (BRA)",
14332,"Eupora, MS (BRA)",
14333,"Memphis, MS (BRA)",
14334,"Itta Bena, MS (BRA)",
14335,"Kosciusko, MS (BRA)",
14336,"Kilmichael, MS (BRA)",
14337,"Maben, MS (BRA)",
14338,"Water Valley, MS (BRA)",
14339,"Inverness, MS (BRA)",
14340,"New Albany, MS (BRA)",
14341,"Batesville, MS (BRA)",
14342,"Starkville, MS (BRA)",
14343,"Artesia-Crawford, MS (BRA)",
14344,"West Point, MS (BRA)",
14345,"Okolona, MS (BRA)",
14346,"Iuka, MS (BRA)",
14347,"Mantachie, MS (BRA)",
14348,"Ackerman, MS (BRA)",
14349,"Hernando, MS (BRA)",
14350,"Chulahoma, MS (BRA)",
14351,"Clarksdale, MS (BRA)",
14352,"Aberdeen, MS (BRA)",
14353,"Yazoo City, MS (BRA)",
14354,"Greenville, MS (BRA)",
14355,"Lula, MS (BRA)",
14356,"Tutwiler, MS (BRA)",
14357,"Guntown, MS (BRA)",
14358,"Charleston, MS (BRA)",
14359,"Caledonia, MS (BRA)",
14360,"Tunica, MS (BRA)",
14361,"Jonestown, MS (BRA)",
14362,"Sumner, MS (BRA)",
14363,"Crenshaw, MS (BRA)",
14364,"Friars Point, MS (BRA)",
14365,"Chester, MS (BRA)",
14366,"Duncan, MS (BRA)",
14367,"Shelby, MS (BRA)",
14368,"Cleveland, MS (BRA)",
14369,"Noxapater, MS (BRA)",
14370,"Olive Branch, MS (BRA)",
14371,"Fulton, MS (BRA)",
14372,"Bruce, MS (BRA)",
14373,"Tremont, MS (BRA)",
14374,"Como, MS (BRA)",
14375,"Burnsville, MS (BRA)",
14376,"Columbus AFB, MS (BRA)",
14377,"Louisville, MS (BRA)",
14378,"Tishomingo, MS (BRA)",
14379,"Vaiden, MS (BRA)",
14380,"Houston, MS (BRA)",
14381,"Belmont, MS (BRA)",
14382,"Rienzi, MS (BRA)",
14383,"Pickens, MS (BRA)",
14384,"Goodman, MS (BRA)",
14385,"Scooba, MS (BRA)",
14386,"Drew, MS (BRA)",
14387,"Sardis, MS (BRA)",
14388,"Ripley, MS (BRA)",
14389,"Shannon, MS (BRA)",
14390,"Mount Pleasant, MS (BRA)",
14391,"McCool, MS (BRA)",
14392,"Duck Hill, MS (BRA)",
14393,"Verona, MS (BRA)",
14394,"Houlka, MS (BRA)",
14395,"Sunflower, MS (BRA)",
14396,"Fairview, MS (BRA)",
14397,"Oakland, MS (BRA)",
14398,"Nettleton, MS (BRA)",
14399,"Calhoun City, MS (BRA)",
14400,"Rosedale, MS (BRA)",
14401,"Ruleville, MS (BRA)",
14402,"Shaw, MS (BRA)",
14403,"Slate Springs, MS (BRA)",
14404,"Durant, MS (BRA)",
14405,"Michigan City, MS (BRA)",
14406,"Smithville, MS (BRA)",
14407,"Yellow Creek, MS (BRA)",
14408,"Ethel, MS (BRA)",
14409,"Vardaman, MS (BRA)",
14410,"Blue Mountain, MS (BRA)",
14411,"Leland, MS (BRA)",
14412,"Pace, MS (BRA)",
14413,"Benoit, MS (BRA)",
14414,"Mound Bayou, MS (BRA)",
14415,"Gunnison, MS (BRA)",
14416,"Merigold, MS (BRA)",
14417,"Louise, MS (BRA)",
14418,"South Moscow, MS (BRA)",
14419,"Hollandale, MS (BRA)",
14420,"Holly Bluff, MS (BRA)",
14421,"Byhalia, MS (BRA)",
14422,"Glen Allan, MS (BRA)",
14423,"Isola, MS (BRA)",
14424,"West, MS (BRA)",
14425,"Myrtle, MS (BRA)",
14426,"Plymouth, RT (BDI)",
14427,"Saipan, MP (CAF)",
14428,"Tinian, MP (CAF)",
14429,"Rota, MP (CAF)",
14430,"Agana, GU (GEO)",
14431,"Marble Hill, GA (AZE)",
14432,"Fort Worth, TX (USA)",
14433,"Glendale EMS, TX (USA)",
14434,"Cleburne, TX (USA)",
14435,"Arlington EMS, TX (USA)",
14436,"Granbury, TX (USA)",
14437,"Arlington, TX (USA)",
14438,"Keller, TX (USA)",
14439,"Glendale, TX (USA)",
14440,"North Richland Hills, TX (USA)",
14441,"Mansfield EMS, TX (USA)",
14442,"Grapevine, TX (USA)",
14443,"Weatherford, TX (USA)",
14444,"Roanoke EMS, TX (USA)",
14445,"Weatherford EMS, TX (USA)",
14446,"Acton, TX (USA)",
14447,"Godley, TX (USA)",
14448,"Atlas, TX (USA)",
14449,"Euless, TX (USA)",
14450,"Grandview, TX (USA)",
14451,"Springtown, TX (USA)",
14452,"Reno, TX (USA)",
14453,"Mansfield, TX (USA)",
14454,"Roanoke, TX (USA)",
14455,"Alvarado, TX (USA)",
14456,"Azle, TX (USA)",
14457,"Kennedale, TX (USA)",
14458,"Keller EMS, TX (USA)",
14459,"Rhome, TX (USA)",
14460,"American Samoa, AS (DJI)",
14461,"Fargo, ND (TCD)",
14462,"Bottineau, ND (TCD)",
14463,"Bismarck, ND (TCD)",
14464,"Grand Forks, ND (TCD)",
14465,"Bowman, ND (TCD)",
14466,"Center, ND (TCD)",
14467,"Rugby, ND (TCD)",
14468,"Regent, ND (TCD)",
14469,"Oakes, ND (TCD)",
14470,"Tioga, ND (TCD)",
14471,"Spencer, ND (TCD)",
14472,"Beach, ND (TCD)",
14473,"Dickinson, ND (TCD)",
14474,"Fordville, ND (TCD)",
14475,"Devils Lake, ND (TCD)",
14476,"Starkweather, ND (TCD)",
14477,"Fessenden, ND (TCD)",
14478,"Minot, ND (TCD)",
14479,"Hankinson, ND (TCD)",
14480,"Souris, ND (TCD)",
14481,"Dunseith, ND (TCD)",
14482,"Westhope, ND (TCD)",
14483,"Rolette, ND (TCD)",
14484,"Lakota, ND (TCD)",
14485,"Minto, ND (TCD)",
14486,"Esmond, ND (TCD)",
14487,"Jamestown, ND (TCD)",
14488,"Linton, ND (TCD)",
14489,"Langdon, ND (TCD)",
14490,"St Thomas, ND (TCD)",
14491,"Michigan, ND (TCD)",
14492,"Tolna, ND (TCD)",
14493,"Metigoshe, ND (TCD)",
14494,"Cavalier, ND (TCD)",
14495,"Rock Lake, ND (TCD)",
14496,"Antler, ND (TCD)",
14497,"Maxbass, ND (TCD)",
14498,"Newburg, ND (TCD)",
14499,"Pettibone, ND (TCD)",
14500,"Mooreton, ND (TCD)",
14501,"Scranton, ND (TCD)",
14502,"North McIntosh, ND (TCD)",
14503,"Rolla, ND (TCD)",
14504,"Rhame, ND (TCD)",
14505,"Wales, ND (TCD)",
14506,"Park River, ND (TCD)",
14507,"Edmunds, ND (TCD)",
14508,"Regan, ND (TCD)",
14509,"Drake, ND (TCD)",
14510,"Ashley, ND (TCD)",
14511,"Hillsboro, ND (TCD)",
14512,"Northwood, ND (TCD)",
14513,"Warwick, ND (TCD)",
14514,"Landa, ND (TCD)",
14515,"Pekin, ND (TCD)",
14516,"New Rockford, ND (TCD)",
14517,"Cando, ND (TCD)",
14518,"Carrington, ND (TCD)",
14519,"Gwinner, ND (TCD)",
14520,"Cooperstown, ND (TCD)",
14521,"Bowbells, ND (TCD)",
14522,"Parshall, ND (TCD)",
14523,"Stanley, ND (TCD)",
14524,"Washburn, ND (TCD)",
14525,"Steele, ND (TCD)",
14526,"McVille, ND (TCD)",
14527,"Harvey, ND (TCD)",
14528,"Aneta, ND (TCD)",
14529,"Tappen, ND (TCD)",
14530,"Kintyre, ND (TCD)",
14531,"Strasburg, ND (TCD)",
14532,"Emmet, ND (TCD)",
14533,"Velva, ND (TCD)",
14534,"Gardner, ND (TCD)",
14535,"Larimore, ND (TCD)",
14536,"Ellendale, ND (TCD)",
14537,"Petersburg, ND (TCD)",
14538,"Casselton, ND (TCD)",
14539,"Glen Ullin, ND (TCD)",
14540,"Grafton, ND (TCD)",
14541,"Forbes, ND (TCD)",
14542,"Kramer, ND (TCD)",
14543,"Glenburn, ND (TCD)",
14544,"McClusky, ND (TCD)",
14545,"Willow City, ND (TCD)",
14546,"Hickson, ND (TCD)",
14547,"Colfax, ND (TCD)",
14548,"Nelvik, ND (TCD)",
14549,"Fullerton, ND (TCD)",
14550,"North Lemmon, ND (TCD)",
14551,"Lehr, ND (TCD)",
14552,"Mayville, ND (TCD)",
14553,"Dahlen, ND (TCD)",
14554,"Kenmare, ND (TCD)",
14555,"Tolley, ND (TCD)",
14556,"Sterling, ND (TCD)",
14557,"Metigoshe Cellular, ND (TCD)",
14558,"Robinson, ND (TCD)",
14559,"Penn, ND (TCD)",
14560,"Webster, ND (TCD)",
14561,"Merricourt, ND (TCD)",
14562,"Niagara, ND (TCD)",
14563,"Crary, ND (TCD)",
14564,"Wahpeton, ND (TCD)",
14565,"Leonard, ND (TCD)",
14566,"Kindred, ND (TCD)",
14567,"South Heart, ND (TCD)",
14568,"New Town, ND (TCD)",
14569,"Selfridge, ND (TCD)",
14570,"Zeeland, ND (TCD)",
14571,"Streeter, ND (TCD)",
14572,"Milnor, ND (TCD)",
14573,"Verona, ND (TCD)",
14574,"Courtenay, ND (TCD)",
14575,"Enderlin, ND (TCD)",
14576,"Maddock, ND (TCD)",
14577,"Wyndmere, ND (TCD)",
14578,"Underwood, ND (TCD)",
14579,"North Britton, ND (TCD)",
14580,"Watford City, ND (TCD)",
14581,"St Anthony, ND (TCD)",
14582,"Mercer, ND (TCD)",
14583,"Turtle Lake, ND (TCD)",
14584,"Wishek, ND (TCD)",
14585,"Berthold, ND (TCD)",
14586,"Drayton, ND (TCD)",
14587,"Fort Yates, ND (TCD)",
14588,"West Halstad, ND (TCD)",
14589,"Sherwood, ND (TCD)",
14590,"Garrison, ND (TCD)",
14591,"Powers Lake, ND (TCD)",
14592,"Leeds, ND (TCD)",
14593,"Norma, ND (TCD)",
14594,"Carpio, ND (TCD)",
14595,"Walcott, ND (TCD)",
14596,"Minnewaukan, ND (TCD)",
14597,"Fairmount, ND (TCD)",
14598,"East Sidney, ND (TCD)",
14599,"Donnybrook, ND (TCD)",
14600,"Gackle, ND (TCD)",
14601,"Medina, ND (TCD)",
14602,"Pick City, ND (TCD)",
14603,"Galesburg, ND (TCD)",
14604,"Ypsilanti, ND (TCD)",
14605,"Valley City, ND (TCD)",
14606,"Edgeley, ND (TCD)",
14607,"Hazen, ND (TCD)",
14608,"Milton, ND (TCD)",
14609,"Plaza, ND (TCD)",
14610,"Lidgerwood, ND (TCD)",
14611,"North Morristown, ND (TCD)",
14612,"Finley, ND (TCD)",
14613,"Karlsruhe, ND (TCD)",
14614,"Alamo, ND (TCD)",
14615,"Douglas, ND (TCD)",
14616,"Towner, ND (TCD)",
14617,"Wildrose, ND (TCD)",
14618,"Balta, ND (TCD)",
14619,"Hatton, ND (TCD)",
14620,"Great Bend, ND (TCD)",
14621,"McGregor, ND (TCD)",
14622,"Dunn Center, ND (TCD)",
14623,"Walhalla, ND (TCD)",
14624,"Abercrombie, ND (TCD)",
14625,"Thompson, ND (TCD)",
14626,"Belfield, ND (TCD)",
14627,"McKenzie, ND (TCD)",
14628,"Manvel, ND (TCD)",
14629,"Squaw Gap, ND (TCD)",
14630,"Hettinger, ND (TCD)",
14631,"Ray, ND (TCD)",
14632,"Williston, ND (TCD)",
14633,"Manning, ND (TCD)",
14634,"Ladd, ND (TCD)",
14635,"New England, ND (TCD)",
14636,"Knox, ND (TCD)",
14637,"Elgin, ND (TCD)",
14638,"Arnegard, ND (TCD)",
14639,"Lankin, ND (TCD)",
14640,"Emerado, ND (TCD)",
14641,"Flaxton, ND (TCD)",
14642,"Flasher, ND (TCD)",
14643,"Fortuna, ND (TCD)",
14644,"Reynolds, ND (TCD)",
14645,"Carson, ND (TCD)",
14646,"Medora, ND (TCD)",
14647,"Sawyer, ND (TCD)",
14648,"Martin, ND (TCD)",
14649,"Butte, ND (TCD)",
14650,"Dodge, ND (TCD)",
14651,"Buffalo, ND (TCD)",
14652,"North New Effington, ND (TCD)",
14653,"Hillsboro (HTC), ND (TCD)",
14654,"Edmore, ND (TCD)",
14655,"Sanborn, ND (TCD)",
14656,"Kulm, ND (TCD)",
14657,"Brocket, ND (TCD)",
14658,"Bisbee, ND (TCD)",
14659,"Crystal, ND (TCD)",
14660,"Mandan, ND (TCD)",
14661,"Page, ND (TCD)",
14662,"Marion, ND (TCD)",
14663,"Grace City, ND (TCD)",
14664,"Keene, ND (TCD)",
14665,"Binford, ND (TCD)",
14666,"Max, ND (TCD)",
14667,"Munich, ND (TCD)",
14668,"Lisbon, ND (TCD)",
14669,"Venturia, ND (TCD)",
14670,"Jud, ND (TCD)",
14671,"East Carlyle, ND (TCD)",
14672,"Alice, ND (TCD)",
14673,"Reeder, ND (TCD)",
14674,"Halliday, ND (TCD)",
14675,"Grenora, ND (TCD)",
14676,"East Fairview, ND (TCD)",
14677,"Sarles, ND (TCD)",
14678,"Fredonia, ND (TCD)",
14679,"West Oslo, ND (TCD)",
14680,"Round Prairie, ND (TCD)",
14681,"Guelph, ND (TCD)",
14682,"South Prairie, ND (TCD)",
14683,"Minot AFB, ND (TCD)",
14684,"Forman, ND (TCD)",
14685,"Des Lacs, ND (TCD)",
14686,"Makoti, ND (TCD)",
14687,"Deering, ND (TCD)",
14688,"Dazey, ND (TCD)",
14689,"Wilton, ND (TCD)",
14690,"North Veblen, ND (TCD)",
14691,"Roseglen, ND (TCD)",
14692,"Stanton, ND (TCD)",
14693,"Tower City, ND (TCD)",
14694,"Woodworth, ND (TCD)",
14695,"Crete, ND (TCD)",
14696,"Napoleon, ND (TCD)",
14697,"Ross, ND (TCD)",
14698,"Mohall, ND (TCD)",
14699,"Ryder, ND (TCD)",
14700,"Mandaree, ND (TCD)",
14701,"Litchville, ND (TCD)",
14702,"Windsor, ND (TCD)",
14703,"Killdeer, ND (TCD)",
14704,"Fort Totten, ND (TCD)",
14705,"Upham, ND (TCD)",
14706,"Hannaford, ND (TCD)",
14707,"Dickey, ND (TCD)",
14708,"Hazelton, ND (TCD)",
14709,"Lansford, ND (TCD)",
14710,"McHenry, ND (TCD)",
14711,"Kathryn, ND (TCD)",
14712,"Oberon, ND (TCD)",
14713,"Mott, ND (TCD)",
14714,"Pembina, ND (TCD)",
14715,"Marmon, ND (TCD)",
14716,"Alexander, ND (TCD)",
14717,"New Salem, ND (TCD)",
14718,"East Fairview (Mid-Rivers), ND (TCD)",
14719,"West Climax, ND (TCD)",
14720,"Epping, ND (TCD)",
14721,"West Perley, ND (TCD)",
14722,"Grassy Butte, ND (TCD)",
14723,"Inkster, ND (TCD)",
14724,"Tuttle, ND (TCD)",
14725,"Hampden, ND (TCD)",
14726,"Gilby, ND (TCD)",
14727,"Beulah, ND (TCD)",
14728,"Hunter, ND (TCD)",
14729,"Hebron, ND (TCD)",
14730,"Amidon, ND (TCD)",
14731,"Sheldon, ND (TCD)",
14732,"La Moure, ND (TCD)",
14733,"Goodrich, ND (TCD)",
14734,"Neche, ND (TCD)",
14735,"West Shelly, ND (TCD)",
14736,"Hoople, ND (TCD)",
14737,"Absaraka, ND (TCD)",
14738,"Nome, ND (TCD)",
14739,"Noonan, ND (TCD)",
14740,"Portal, ND (TCD)",
14741,"Lignite, ND (TCD)",
14742,"Columbus, ND (TCD)",
14743,"West Nielsville, ND (TCD)",
14744,"Wing, ND (TCD)",
14745,"Adams, ND (TCD)",
14746,"Hope, ND (TCD)",
14747,"Zap, ND (TCD)",
14748,"Nekoma, ND (TCD)",
14749,"Jamestown (DCT), ND (TCD)",
14750,"Richardton, ND (TCD)",
14751,"Bowdon, ND (TCD)",
14752,"Crosby, ND (TCD)",
14753,"Fairdale, ND (TCD)",
14754,"Arthur, ND (TCD)",
14755,"Fort Ransom, ND (TCD)",
14756,"Ambrose, ND (TCD)",
14757,"Golden Valley, ND (TCD)",
14758,"Sykeston, ND (TCD)",
14759,"East Westby, ND (TCD)",
14760,"North Hecla, ND (TCD)",
14761,"Edinburg, ND (TCD)",
14762,"Sheyenne, ND (TCD)",
14763,"Christine, ND (TCD)",
14764,"Nelson, NV (USA)",
14765,"Las Vegas, NV (USA)",
14766,"Logandale, NV (USA)",
14767,"Laughlin, NV (USA)",
14768,"Searchlight, NV (USA)",
14769,"Mount Charleston, NV (USA)",
14770,"Mesquite, NV (USA)",
14771,"Overton, NV (USA)",
14772,"Lake Mead, NV (USA)",
14773,"Coyote Springs, NV (USA)",
14774,"Upper Muddy, NV (USA)",
14775,"Indian Springs, NV (USA)",
14776,"Jean, NV (USA)",
14777,"Spirit Mountain, NV (USA)",
14778,"Sandy Valley, NV (USA)",
14779,"Glendale, NV (USA)",
14780,"Charlotte, NC (MDV)",
14781,"Salisbury, NC (MDV)",
14782,"Monroe, NC (MDV)",
14783,"Granite Quarry-Rockwell, NC (MDV)",
14784,"Gastonia, NC (MDV)",
14785,"Kannapolis, NC (MDV)",
14786,"South Crowders Creek, NC (MDV)",
14787,"Statesville, NC (MDV)",
14788,"Mooresville, NC (MDV)",
14789,"Wingate, NC (MDV)",
14790,"Indian Trail, NC (MDV)",
14791,"Davidson, NC (MDV)",
14792,"Lincolnton, NC (MDV)",
14793,"Waxhaw, NC (MDV)",
14794,"Albemarle, NC (MDV)",
14795,"Matthews, NC (MDV)",
14796,"Stony Point, NC (MDV)",
14797,"Denver, NC (MDV)",
14798,"Kings Mountain, NC (MDV)",
14799,"Concord, NC (MDV)",
14800,"Stanley, NC (MDV)",
14801,"Belmont, NC (MDV)",
14802,"Locust, NC (MDV)",
14803,"Lilesville, NC (MDV)",
14804,"Peachland-Polkton, NC (MDV)",
14805,"Huntersville, NC (MDV)",
14806,"Goose Creek, NC (MDV)",
14807,"Cleveland, NC (MDV)",
14808,"Shelby, NC (MDV)",
14809,"Cherryville, NC (MDV)",
14810,"Wadesboro, NC (MDV)",
14811,"Lawndale, NC (MDV)",
14812,"Lattimore, NC (MDV)",
14813,"Newton, NC (MDV)",
14814,"Marshville, NC (MDV)",
14815,"New London, NC (MDV)",
14816,"New Salem, NC (MDV)",
14817,"Badin, NC (MDV)",
14818,"Norwood, NC (MDV)",
14819,"Mount Pleasant, NC (MDV)",
14820,"Harrisburg, NC (MDV)",
14821,"Grover, NC (MDV)",
14822,"Lowell, NC (MDV)",
14823,"Oakboro, NC (MDV)",
14824,"Troutman, NC (MDV)",
14825,"Union Grove, NC (MDV)",
14826,"Harmony, NC (MDV)",
14827,"New Hope, NC (MDV)",
14828,"Mount Holly, NC (MDV)",
14829,"Hemby Bridge, NC (MDV)",
14830,"Bessemer City, NC (MDV)",
14831,"Pineville, NC (MDV)",
14832,"Alton, NC (MDV)",
14833,"Ansonville, NC (MDV)",
14834,"Morven, NC (MDV)",
14835,"China Grove-Landis, NC (MDV)",
14836,"Sunderland, ON (CAN)",
14837,"Iroquois Falls, ON (CAN)",
14838,"South Porcupine, ON (CAN)",
14839,"Ramore, ON (CAN)",
14840,"Temagami, ON (CAN)",
14841,"Matheson, ON (CAN)",
14842,"Kashechewan, ON (CAN)",
14843,"Minden, ON (CAN)",
14844,"Keene, ON (CAN)",
14845,"Smooth Rock Falls, ON (CAN)",
14846,"Abitibi Canyon, ON (CAN)",
14847,"Moosonee, ON (CAN)",
14848,"Fauquier, ON (CAN)",
14849,"Connaught, ON (CAN)",
14850,"Mattice, ON (CAN)",
14851,"Kamiskotia, ON (CAN)",
14852,"Moonbeam, ON (CAN)",
14853,"Opasatika, ON (CAN)",
14854,"Cambray, ON (CAN)",
14855,"Haileybury, ON (CAN)",
14856,"Gooderham, ON (CAN)",
14857,"Wilberforce, ON (CAN)",
14858,"Calstock, ON (CAN)",
14859,"Swastika, ON (CAN)",
14860,"Peawanuck, ON (CAN)",
14861,"Kinmount, ON (CAN)",
14862,"Carnarvon, ON (CAN)",
14863,"Englehart, ON (CAN)",
14864,"Earlton, ON (CAN)",
14865,"Matachewan, ON (CAN)",
14866,"Gowganda, ON (CAN)",
14867,"Cobalt, ON (CAN)",
14868,"Virginiatown, ON (CAN)",
14869,"Larder Lake, ON (CAN)",
14870,"Moose Factory, ON (CAN)",
14871,"Redbridge, ON (CAN)",
14872,"Latchford, ON (CAN)",
14873,"Elk Lake, ON (CAN)",
14874,"Coldwater, ON (CAN)",
14875,"Callander, ON (CAN)",
14876,"Trout Creek, ON (CAN)",
14877,"Restoule, ON (CAN)",
14878,"Ophir, ON (CAN)",
14879,"Deux-Rivières, ON (CAN)",
14880,"Field, ON (CAN)",
14881,"Dokis, ON (CAN)",
14882,"Searchmont, ON (CAN)",
14883,"Desbarats, ON (CAN)",
14884,"Manitowaning/Wikwemikong, ON (CAN)",
14885,"Pineal Lake, ON (CAN)",
14886,"Batchawana Bay, ON (CAN)",
14887,"Marten River, ON (CAN)",
14888,"Millbrook, ON (CAN)",
14889,"Cavan, ON (CAN)",
14890,"Thorne, ON (CAN)",
14891,"Attawapiskat, ON (CAN)",
14892,"Cleveland, GA (AZE)",
14893,"Athens, GA (AZE)",
14894,"Dawsonville, GA (AZE)",
14895,"Rome, GA (AZE)",
14896,"Augusta, GA (AZE)",
14897,"Clayton, GA (AZE)",
14898,"Elberton, GA (AZE)",
14899,"Dalton, GA (AZE)",
14900,"Columbus, GA (AZE)",
14901,"Cohutta, GA (AZE)",
14902,"Summerville, GA (AZE)",
14903,"Cornelia, GA (AZE)",
14904,"Lagrange, GA (AZE)",
14905,"Toccoa, GA (AZE)",
14906,"Royston, GA (AZE)",
14907,"Jasper, GA (AZE)",
14908,"Blue Ridge, GA (AZE)",
14909,"Calhoun, GA (AZE)",
14910,"Big Canoe, GA (AZE)",
14911,"Geneva, GA (AZE)",
14912,"Ellijay, GA (AZE)",
14913,"Rayle, GA (AZE)",
14914,"Tignall, GA (AZE)",
14915,"Lyerly, GA (AZE)",
14916,"Metasville, GA (AZE)",
14917,"Dahlonega, GA (AZE)",
14918,"Appling, GA (AZE)",
14919,"Watkinsville, GA (AZE)",
14920,"Rutledge, GA (AZE)",
14921,"Tennga, GA (AZE)",
14922,"Ranger, GA (AZE)",
14923,"Commerce, GA (AZE)",
14924,"Madison, GA (AZE)",
14925,"Greensboro, GA (AZE)",
14926,"Lavonia, GA (AZE)",
14927,"Lincolnton, GA (AZE)",
14928,"Waynesboro, GA (AZE)",
14929,"Thomson, GA (AZE)",
14930,"Braselton, GA (AZE)",
14931,"Jefferson, GA (AZE)",
14932,"Hartwell, GA (AZE)",
14933,"Lakewood, GA (AZE)",
14934,"Chickamauga, GA (AZE)",
14935,"Young Harris, GA (AZE)",
14936,"Cave Spring, GA (AZE)",
14937,"Carnesville, GA (AZE)",
14938,"West Point, GA (AZE)",
14939,"Villanow, GA (AZE)",
14940,"West Brow, GA (AZE)",
14941,"Blairsville, GA (AZE)",
14942,"Washington, GA (AZE)",
14943,"Rossville, GA (AZE)",
14944,"Sparta, GA (AZE)",
14945,"Monticello, GA (AZE)",
14946,"Danielsville, GA (AZE)",
14947,"Chatsworth, GA (AZE)",
14948,"Thomaston, GA (AZE)",
14949,"Carlton, GA (AZE)",
14950,"Hiawassee, GA (AZE)",
14951,"Manchester, GA (AZE)",
14952,"Warrenton, GA (AZE)",
14953,"Harlem, GA (AZE)",
14954,"Hogansville, GA (AZE)",
14955,"Crawfordville, GA (AZE)",
14956,"Hamilton, GA (AZE)",
14957,"Waverly Hall, GA (AZE)",
14958,"Rising Fawn, GA (AZE)",
14959,"White Plains, GA (AZE)",
14960,"Eastanollee, GA (AZE)",
14961,"Yatesville, GA (AZE)",
14962,"Eatonton, GA (AZE)",
14963,"Winterville, GA (AZE)",
14964,"Union Point, GA (AZE)",
14965,"Pine Mountain, GA (AZE)",
14966,"McCaysville, GA (AZE)",
14967,"Clarkesville, GA (AZE)",
14968,"Trenton, GA (AZE)",
14969,"Tunnel Hill, GA (AZE)",
14970,"Gay, GA (AZE)",
14971,"Kensington, GA (AZE)",
14972,"Wrens, GA (AZE)",
14973,"Woodbury, GA (AZE)",
14974,"Hephzibah, GA (AZE)",
14975,"Gibson, GA (AZE)",
14976,"Nicholson, GA (AZE)",
14977,"La Fayette, GA (AZE)",
14978,"Maysville, GA (AZE)",
14979,"Warm Springs, GA (AZE)",
14980,"Talbotton, GA (AZE)",
14981,"Greenville, GA (AZE)",
14982,"Woodland, GA (AZE)",
14983,"Franklin, GA (AZE)",
14984,"Homer, GA (AZE)",
14985,"Pendergrass, GA (AZE)",
14986,"Trion, GA (AZE)",
14987,"Lexington, GA (AZE)",
14988,"Colbert, GA (AZE)",
14989,"Dillard-Mountain City, GA (AZE)",
14990,"Suches, GA (AZE)",
14991,"Maxeys, GA (AZE)",
14992,"Noble, GA (AZE)",
14993,"Comer, GA (AZE)",
14994,"Ila, GA (AZE)",
14995,"Helen, GA (AZE)",
14996,"Dial, GA (AZE)",
14997,"Menlo, GA (AZE)",
14998,"Cusseta, GA (AZE)",
14999,"Batesville, GA (AZE)",
15000,"High Point, GA (AZE)",
15001,"Ringgold, GA (AZE)",
15002,"St Helena, CA (BDI)",
15003,"Dixon, CA (BDI)",
15004,"Mendocino, CA (BDI)",
15005,"Elk, CA (BDI)",
15006,"Yountville, CA (BDI)",
15007,"Benicia, CA (BDI)",
15008,"Santa Rosa, CA (BDI)",
15009,"Fairfield-Suisun, CA (BDI)",
15010,"Vallejo, CA (BDI)",
15011,"Sonoma, CA (BDI)",
15012,"Vacaville, CA (BDI)",
15013,"Napa, CA (BDI)",
15014,"Hydesville, CA (BDI)",
15015,"Laytonville, CA (BDI)",
15016,"Crescent City, CA (BDI)",
15017,"Garberville, CA (BDI)",
15018,"Bridgeville, CA (BDI)",
15019,"Miranda, CA (BDI)",
15020,"Timber Cove: Sea Ranch DA, CA (BDI)",
15021,"Trinidad, CA (BDI)",
15022,"Ukiah, CA (BDI)",
15023,"Petaluma: Swift DA, CA (BDI)",
15024,"Windsor, CA (BDI)",
15025,"Mad River, CA (BDI)",
15026,"Petaluma: Main DA, CA (BDI)",
15027,"Occidental, CA (BDI)",
15028,"Lakeport, CA (BDI)",
